# V1.0	10.20.2004	 User: lda	 Total number of Spots: 3072
# Created by: TIGR Spotfinder 2. 2. 3.
# TIFF files processed: CL100804#45G1_Cy3(112-10).tif; CL100804#45G1_Cy5(112-10).tif.
# 
UID	IA	IB	R	C	MR	MC	SR	SC	FlagA	FlagB	SA	SF	QCscore	QCA	QCB	BkgA	BkgB
224	431035	458136	5	32	1	2	5	8	C	C	111	0.1532	0.9032	0.8877	0.9188	20740.000000	16541.000000
225	227573	165993	5	33	1	2	5	9	C	C	79	1.0000	0.5234	0.5251	0.5216	46768.000000	17775.000000
226	217169	184159	5	34	1	2	5	10	C	C	83	1.0000	0.5118	0.5067	0.5169	45318.000000	18509.000000
227	163069	76895	5	35	1	2	5	11	C	C	58	1.0000	0.3062	0.3090	0.3034	34974.000000	12006.000000
228	151948	85701	5	36	1	2	5	12	C	C	63	1.0000	0.3680	0.3780	0.3579	35721.000000	13230.000000
229	796793	417811	5	37	1	2	5	13	C	C	86	1.0000	0.7421	0.7582	0.7259	54610.000000	19092.000000
230	263300	257282	5	38	1	2	5	14	C	C	94	1.0000	0.5846	0.5759	0.5932	47470.000000	21996.000000
231	246539	188191	5	39	1	2	5	15	C	C	81	1.0000	0.4865	0.4882	0.4848	45927.000000	17010.000000
232	2687474	2986393	5	40	1	2	5	16	C	C	83	1.0000	0.6509	0.6421	0.6597	80095.000000	40421.000000
233	709543	616789	5	41	1	2	5	17	C	C	109	0.1651	0.8172	0.7717	0.8628	19638.000000	18792.000000
234	2114728	2500084	5	42	1	2	5	18	C	C	103	1.0000	0.8893	0.8846	0.8939	90537.000000	54796.000000
235	3455947	4381666	5	43	1	2	5	19	C	C	100	1.0000	0.9451	0.9352	0.9551	108500.000000	75400.000000
236	256477	235314	5	44	1	2	5	20	C	C	65	1.0000	0.9046	0.8973	0.9119	41795.000000	15730.000000
237	237196	182027	5	45	1	2	5	21	C	C	73	1.0000	0.6004	0.5937	0.6072	44165.000000	15987.000000
238	211968	203539	5	46	1	2	5	22	C	C	84	1.0000	0.8475	0.8447	0.8502	44016.000000	17724.000000
239	160228	201452	5	47	1	2	5	23	C	C	95	1.0000	0.6136	0.5839	0.6434	52155.000000	19570.000000
240	137473	66443	5	48	1	2	5	24	C	C	71	1.0000	0.0597	0.0850	0.0344	63332.000000	63261.000000
241	73234	27366	6	1	1	1	6	1	C	C	57	1.0000	0.0000	0.0000	0.0000	22287.000000	12654.000000
242	745938	663609	6	2	1	1	6	2	C	C	153	0.1242	0.9177	0.9177	0.9177	23104.000000	66196.000000
243	1577606	1684089	6	3	1	1	6	3	C	C	82	1.0000	0.5592	0.5552	0.5631	68716.000000	42394.000000
244	1648485	2057607	6	4	1	1	6	4	C	C	90	1.0000	0.9602	0.9428	0.9775	59040.000000	33210.000000
245	170968	137771	6	5	1	1	6	5	C	C	83	1.0000	0.4555	0.4509	0.4600	46231.000000	20999.000000
246	2941967	2507280	6	6	1	1	6	6	C	C	95	1.0000	0.9597	0.9570	0.9625	67830.000000	28120.000000
247	993399	1151455	6	7	1	1	6	7	C	C	90	1.0000	0.9600	0.9369	0.9832	42030.000000	22770.000000
248	1706964	1888991	6	8	1	1	6	8	C	C	91	1.0000	0.9578	0.9435	0.9721	47866.000000	22022.000000
249	206643	169469	6	9	1	1	6	9	C	C	76	1.0000	0.5594	0.5594	0.5594	31920.000000	13908.000000
250	860019	664739	6	10	1	1	6	10	C	C	91	1.0000	0.7176	0.7239	0.7113	48867.000000	21203.000000
251	675844	795756	6	11	1	1	6	11	C	C	80	1.0000	0.9370	0.9213	0.9527	43040.000000	19120.000000
252	161646	200277	6	12	1	1	6	12	C	C	78	1.0000	0.6688	0.6566	0.6810	36582.000000	17238.000000
253	4600637	4105242	6	13	1	1	6	13	C	C	108	0.8889	0.7049	0.7130	0.6968	108480.000000	95520.000000
254	173039	138422	6	14	1	1	6	14	C	C	86	1.0000	0.4861	0.4878	0.4845	41538.000000	19694.000000
255	1638049	1646282	6	15	1	1	6	15	S	S	100	0.4000	0.8663	0.8663	0.8663	44040.000000	26440.000000
256	2280959	2812458	6	16	1	1	6	16	C	C	90	1.0000	0.8114	0.8090	0.8138	77040.000000	46800.000000
257	409901	415475	6	17	1	1	6	17	C	C	69	1.0000	0.4928	0.4908	0.4948	41055.000000	17802.000000
258	625672	727073	6	18	1	1	6	18	C	C	99	1.0000	0.9067	0.9067	0.9067	61182.000000	27522.000000
259	163741	131629	6	19	1	1	6	19	C	C	74	1.0000	0.6566	0.6566	0.6566	31524.000000	14726.000000
260	64085	24359	6	20	1	1	6	20	B	B	45	1.0000	0.1646	0.1785	0.1508	18990.000000	8415.000000
261	63682	21635	6	21	1	1	6	21	C	C	50	1.0000	0.0000	0.0000	0.0000	23900.000000	10150.000000
262	2203376	2120773	6	22	1	1	6	22	C	C	86	1.0000	0.9615	0.9645	0.9584	64758.000000	30014.000000
263	231560	385400	6	23	1	1	6	23	C	C	101	1.0000	0.8998	0.8759	0.9238	55348.000000	23836.000000
264	97444	150008	6	24	1	1	6	24	C	C	90	1.0000	0.4360	0.3882	0.4838	36540.000000	18270.000000
265	169355	114775	6	25	1	2	6	1	C	C	64	1.0000	0.8300	0.8231	0.8369	33664.000000	14656.000000
266	734535	913060	6	26	1	2	6	2	C	C	145	0.1517	0.8622	0.7898	0.9346	21186.000000	46750.000000
267	1345046	1247695	6	27	1	2	6	3	C	C	90	1.0000	0.7838	0.7767	0.7910	61380.000000	29880.000000
268	428821	407747	6	28	1	2	6	4	C	C	95	1.0000	0.9023	0.9023	0.9023	47595.000000	23465.000000
269	218611	135282	6	29	1	2	6	5	C	C	77	1.0000	0.5020	0.5126	0.4914	39886.000000	16324.000000
270	283798	220687	6	30	1	2	6	6	C	C	80	1.0000	0.6699	0.6699	0.6699	42800.000000	17680.000000
271	94201	184512	6	31	1	2	6	7	C	C	84	1.0000	0.5534	0.4649	0.6420	46284.000000	21252.000000
272	584055	626542	6	32	1	2	6	8	C	C	108	0.1667	0.8451	0.8149	0.8754	17730.000000	9828.000000
273	398665	312341	6	33	1	2	6	9	C	C	91	1.0000	0.7621	0.7734	0.7508	53872.000000	20384.000000
274	192238	144741	6	34	1	2	6	10	C	C	87	1.0000	0.3836	0.3788	0.3884	50373.000000	19488.000000
275	227165	117989	6	35	1	2	6	11	C	C	75	1.0000	0.3289	0.3389	0.3190	41325.000000	16275.000000
276	185114	107320	6	36	1	2	6	12	C	C	72	1.0000	0.4578	0.4686	0.4471	36000.000000	15336.000000
277	687042	331914	6	37	1	2	6	13	C	C	78	1.0000	0.7131	0.7276	0.6987	50388.000000	18408.000000
278	353595	285042	6	38	1	2	6	14	C	C	98	1.0000	0.5007	0.5064	0.4951	61642.000000	23814.000000
279	251898	204876	6	39	1	2	6	15	C	C	78	1.0000	0.4852	0.4835	0.4870	49452.000000	19500.000000
280	2812101	3105258	6	40	1	2	6	16	C	C	91	1.0000	0.7005	0.6855	0.7156	74620.000000	42315.000000
281	731906	678587	6	41	1	2	6	17	C	C	116	0.1810	0.8447	0.8165	0.8729	21210.000000	13440.000000
282	2247305	2667762	6	42	1	2	6	18	C	C	110	1.0000	0.8994	0.8841	0.9148	94820.000000	66880.000000
283	3152444	4081228	6	43	1	2	6	19	C	C	111	0.7027	0.8917	0.8695	0.9138	72306.000000	60060.000000
284	231597	210201	6	44	1	2	6	20	C	C	59	1.0000	0.9359	0.9233	0.9486	43070.000000	13865.000000
285	190117	148753	6	45	1	2	6	21	C	C	75	1.0000	0.5042	0.5004	0.5079	44025.000000	16200.000000
286	225898	208941	6	46	1	2	6	22	C	C	84	1.0000	0.6417	0.6223	0.6611	50148.000000	17976.000000
287	182686	250553	6	47	1	2	6	23	C	C	100	1.0000	0.6853	0.6559	0.7147	54400.000000	24400.000000
288	156496	79628	6	48	1	2	6	24	C	C	81	1.0000	0.0587	0.0777	0.0396	66177.000000	63747.000000
289	775296	898908	7	1	1	1	7	1	C	C	106	1.0000	0.9117	0.9002	0.9233	56286.000000	29998.000000
290	104976	96635	7	2	1	1	7	2	C	C	80	1.0000	0.5824	0.5675	0.5973	31520.000000	18080.000000
291	366830	437875	7	3	1	1	7	3	C	C	80	1.0000	0.8596	0.8508	0.8684	44720.000000	20640.000000
292	448032	364699	7	4	1	1	7	4	C	C	97	1.0000	0.7185	0.7204	0.7165	56066.000000	25026.000000
293	587516	545616	7	5	1	1	7	5	C	C	110	0.1636	0.8386	0.8086	0.8686	24174.000000	16182.000000
294	898310	779477	7	6	1	1	7	6	C	C	80	1.0000	0.6190	0.6169	0.6211	54080.000000	22080.000000
295	3306135	2829306	7	7	1	1	7	7	C	C	84	0.9881	0.9009	0.8856	0.9162	80261.000000	47061.000000
296	1781702	1601119	7	8	1	1	7	8	C	C	85	1.0000	0.9671	0.9641	0.9701	47430.000000	28135.000000
297	187774	165369	7	9	1	1	7	9	C	C	79	1.0000	0.6261	0.6171	0.6352	35708.000000	15563.000000
298	225353	183093	7	10	1	1	7	10	C	C	81	1.0000	0.6745	0.6699	0.6790	40905.000000	16848.000000
299	299084	294060	7	11	1	1	7	11	C	C	80	1.0000	0.9565	0.9467	0.9663	39200.000000	17040.000000
300	457558	568178	7	12	1	1	7	12	C	C	93	1.0000	0.7230	0.7145	0.7315	50499.000000	23622.000000
301	702032	779055	7	13	1	1	7	13	C	C	107	1.0000	0.9457	0.9457	0.9457	59492.000000	29318.000000
302	443804	373037	7	14	1	1	7	14	C	C	85	1.0000	0.6549	0.6614	0.6485	45985.000000	18700.000000
303	311837	420871	7	15	1	1	7	15	C	C	92	1.0000	0.9606	0.9267	0.9946	48852.000000	24840.000000
304	1959339	2433811	7	16	1	1	7	16	C	C	100	0.5300	0.8483	0.8245	0.8722	56604.000000	37206.000000
305	703641	515493	7	17	1	1	7	17	C	C	82	1.0000	0.9251	0.9220	0.9282	47970.000000	19762.000000
306	597360	361619	7	18	1	1	7	18	C	C	89	1.0000	0.7312	0.7488	0.7136	58829.000000	20292.000000
307	191587	69786	7	19	1	1	7	19	C	C	52	1.0000	0.6242	0.6437	0.6047	25428.000000	10036.000000
308	199597	118337	7	20	1	1	7	20	C	C	77	1.0000	0.6251	0.6383	0.6119	39578.000000	14553.000000
309	419289	697812	7	21	1	1	7	21	C	C	75	1.0000	0.8228	0.8023	0.8432	39075.000000	18000.000000
310	316187	226713	7	22	1	1	7	22	C	C	95	1.0000	0.7082	0.7123	0.7041	47880.000000	21185.000000
311	659643	764893	7	23	1	1	7	23	C	C	79	1.0000	0.8698	0.8577	0.8819	42581.000000	19513.000000
312	496970	520894	7	24	1	1	7	24	C	C	78	1.0000	0.9335	0.9204	0.9467	41184.000000	18252.000000
313	125175	95221	7	25	1	2	7	1	C	C	75	1.0000	0.4516	0.4428	0.4603	37350.000000	15450.000000
314	408229	363641	7	26	1	2	7	2	C	C	103	1.0000	0.6752	0.6821	0.6682	56341.000000	27295.000000
315	530357	479418	7	27	1	2	7	3	C	C	93	1.0000	0.8472	0.8422	0.8521	53475.000000	22320.000000
316	460837	252828	7	28	1	2	7	4	C	C	92	1.0000	0.7675	0.7946	0.7404	50600.000000	20884.000000
317	183646	151276	7	29	1	2	7	5	C	C	87	1.0000	0.5829	0.5810	0.5849	43935.000000	17574.000000
318	227454	547816	7	30	1	2	7	6	C	C	83	1.0000	0.9370	0.9065	0.9674	42081.000000	22659.000000
319	3268835	2791237	7	31	1	2	7	7	C	C	99	1.0000	0.9255	0.9230	0.9280	88803.000000	44748.000000
320	197989	96714	7	32	1	2	7	8	C	C	72	1.0000	0.4648	0.4789	0.4508	43200.000000	15624.000000
321	104847	80671	7	33	1	2	7	9	C	C	78	1.0000	0.3173	0.3160	0.3186	40482.000000	16302.000000
322	544086	507865	7	34	1	2	7	10	C	C	96	1.0000	0.8380	0.8356	0.8404	57312.000000	24384.000000
323	461887	475994	7	35	1	2	7	11	C	C	88	1.0000	0.8771	0.8633	0.8909	47256.000000	21296.000000
324	308839	383304	7	36	1	2	7	12	C	C	89	1.0000	0.8885	0.8830	0.8940	48861.000000	21716.000000
325	439978	644039	7	37	1	2	7	13	C	C	89	1.0000	0.9184	0.9101	0.9268	54557.000000	24030.000000
326	181234	167059	7	38	1	2	7	14	C	C	95	1.0000	0.3844	0.3750	0.3938	68780.000000	24795.000000
327	883717	781755	7	39	1	2	7	15	C	C	97	1.0000	0.7004	0.7044	0.6963	56648.000000	29003.000000
328	338836	314939	7	40	1	2	7	16	C	C	96	1.0000	0.7076	0.7056	0.7096	45120.000000	21408.000000
329	651004	333098	7	41	1	2	7	17	C	C	89	1.0000	0.9592	0.9944	0.9241	55714.000000	20648.000000
330	308400	2226017	7	42	1	2	7	18	C	C	91	1.0000	0.9577	0.9265	0.9889	47775.000000	38038.000000
331	321634	180736	7	43	1	2	7	19	C	C	77	1.0000	0.4730	0.4863	0.4597	43967.000000	17402.000000
332	227727	179291	7	44	1	2	7	20	C	C	93	1.0000	0.7014	0.7077	0.6951	52917.000000	21018.000000
333	131474	66872	7	45	1	2	7	21	C	C	57	1.0000	0.4077	0.4115	0.4039	38988.000000	11628.000000
334	77636	23034	7	46	1	2	7	22	C	C	53	1.0000	0.1042	0.1176	0.0908	31959.000000	10335.000000
335	1981922	1146479	7	47	1	2	7	23	C	C	82	1.0000	0.8719	0.9041	0.8397	66092.000000	22960.000000
336	717852	740054	7	48	1	2	7	24	C	C	86	1.0000	0.9645	0.9645	0.9645	62866.000000	22962.000000
337	502998	548739	8	1	1	1	8	1	C	C	104	1.0000	0.7918	0.7775	0.8062	61880.000000	28600.000000
338	112361	107084	8	2	1	1	8	2	C	C	82	1.0000	0.4932	0.4823	0.5040	36080.000000	17630.000000
339	469592	569762	8	3	1	1	8	3	C	C	86	1.0000	0.9315	0.9048	0.9582	45064.000000	22962.000000
340	587585	484775	8	4	1	1	8	4	C	C	100	1.0000	0.7818	0.7881	0.7755	62800.000000	28100.000000
341	484351	662094	8	5	1	1	8	5	C	C	112	0.1339	0.7881	0.7315	0.8447	24795.000000	17895.000000
342	684068	628660	8	6	1	1	8	6	C	C	93	1.0000	0.8613	0.8663	0.8562	50127.000000	25389.000000
343	3346056	2994997	8	7	1	1	8	7	C	C	84	0.9762	0.8405	0.8205	0.8605	82574.000000	49118.000000
344	2104374	1913114	8	8	1	1	8	8	C	C	82	1.0000	0.7672	0.7723	0.7620	73636.000000	36162.000000
345	218908	196784	8	9	1	1	8	9	C	C	78	1.0000	0.6543	0.6495	0.6590	35178.000000	17784.000000
346	261430	202212	8	10	1	1	8	10	C	C	93	1.0000	0.8985	0.9065	0.8906	52266.000000	20553.000000
347	344502	317415	8	11	1	1	8	11	C	C	88	1.0000	0.9535	0.9535	0.9535	44440.000000	20592.000000
348	779550	965338	8	12	1	1	8	12	C	C	102	1.0000	0.8515	0.8404	0.8627	57732.000000	29274.000000
349	679481	737104	8	13	1	1	8	13	C	C	114	1.0000	0.8109	0.8050	0.8168	66462.000000	33972.000000
350	556750	480220	8	14	1	1	8	14	C	C	87	1.0000	0.9467	0.9497	0.9438	47850.000000	22794.000000
351	327276	418178	8	15	1	1	8	15	C	C	96	1.0000	0.8031	0.7803	0.8259	49344.000000	25632.000000
352	3455018	4319544	8	16	1	1	8	16	C	C	98	0.8878	0.9134	0.9048	0.9220	86043.000000	72471.000000
353	674530	476964	8	17	1	1	8	17	C	C	80	1.0000	0.9338	0.9527	0.9149	39840.000000	18320.000000
354	643180	375510	8	18	1	1	8	18	C	C	98	1.0000	0.6577	0.6701	0.6452	58506.000000	25774.000000
355	198542	78986	8	19	1	1	8	19	C	C	60	1.0000	0.5823	0.6007	0.5639	26040.000000	12120.000000
356	182395	81281	8	20	1	1	8	20	C	C	64	1.0000	0.3188	0.3283	0.3093	31872.000000	13120.000000
357	536939	763350	8	21	1	1	8	21	C	C	82	1.0000	0.9249	0.9034	0.9463	46084.000000	20992.000000
358	265637	191464	8	22	1	1	8	22	C	C	86	1.0000	0.4892	0.4877	0.4907	46870.000000	19264.000000
359	641860	695685	8	23	1	1	8	23	C	C	85	1.0000	0.9027	0.9143	0.8911	46325.000000	22610.000000
360	400514	408519	8	24	1	1	8	24	C	C	84	1.0000	0.9406	0.9283	0.9528	43764.000000	19908.000000
361	123202	106922	8	25	1	2	8	1	C	C	85	1.0000	0.6462	0.6310	0.6614	34085.000000	17170.000000
362	321132	267073	8	26	1	2	8	2	C	C	104	1.0000	0.5113	0.5113	0.5113	56264.000000	23608.000000
363	578844	509221	8	27	1	2	8	3	C	C	96	1.0000	0.8900	0.8801	0.8999	50112.000000	21120.000000
364	0	0	8	28	1	2	8	4	Z	Z	0	0.0000	0.0000	0.0000	0.0000	0.000000	0.000000
365	172451	152680	8	29	1	2	8	5	C	C	79	1.0000	0.4656	0.4589	0.4724	37920.000000	18170.000000
366	244669	606939	8	30	1	2	8	6	C	C	90	1.0000	0.9238	0.8960	0.9517	56340.000000	27270.000000
367	2982621	2530115	8	31	1	2	8	7	C	C	102	1.0000	0.7972	0.8056	0.7888	95880.000000	57120.000000
368	234588	137338	8	32	1	2	8	8	C	C	80	1.0000	0.4263	0.4219	0.4308	51760.000000	19600.000000
369	124885	79924	8	33	1	2	8	9	C	C	85	1.0000	0.3311	0.3346	0.3275	46155.000000	19380.000000
370	580719	557899	8	34	1	2	8	10	C	C	97	1.0000	0.7692	0.7626	0.7758	75369.000000	34532.000000
371	660612	690276	8	35	1	2	8	11	C	C	92	1.0000	0.9215	0.9073	0.9356	61548.000000	30452.000000
372	253753	300285	8	36	1	2	8	12	C	C	91	1.0000	0.7410	0.7299	0.7521	45682.000000	21021.000000
373	555781	997577	8	37	1	2	8	13	C	C	90	1.0000	0.9241	0.9074	0.9408	47430.000000	21510.000000
374	176812	144724	8	38	1	2	8	14	C	C	91	1.0000	0.2253	0.2202	0.2303	62426.000000	24115.000000
375	1116046	1070925	8	39	1	2	8	15	C	C	96	1.0000	0.6789	0.6669	0.6909	61536.000000	27648.000000
376	302552	275622	8	40	1	2	8	16	C	C	95	1.0000	0.6166	0.6130	0.6202	54625.000000	23845.000000
377	566619	291254	8	41	1	2	8	17	C	C	88	1.0000	0.6206	0.6421	0.5991	61688.000000	21736.000000
378	293956	2225222	8	42	1	2	8	18	C	C	92	1.0000	0.9377	0.9016	0.9738	51980.000000	34224.000000
379	251175	156291	8	43	1	2	8	19	C	C	82	1.0000	0.4094	0.4190	0.3998	47888.000000	18860.000000
380	265191	235922	8	44	1	2	8	20	C	C	99	1.0000	0.9017	0.9017	0.9017	55737.000000	21879.000000
381	127543	58470	8	45	1	2	8	21	C	C	62	1.0000	0.2849	0.2981	0.2717	38874.000000	13888.000000
382	93387	33212	8	46	1	2	8	22	C	C	68	1.0000	0.0000	0.0000	0.0000	32640.000000	15912.000000
383	2018067	1251886	8	47	1	2	8	23	C	C	86	1.0000	0.9673	0.9883	0.9462	65790.000000	27692.000000
384	830854	842758	8	48	1	2	8	24	C	C	96	1.0000	0.8080	0.8080	0.8080	76512.000000	40416.000000
385	89052	40386	9	1	1	1	9	1	C	C	63	1.0000	0.1633	0.1838	0.1428	31059.000000	18963.000000
386	1458222	1465104	9	2	1	1	9	2	C	C	92	1.0000	0.7850	0.7757	0.7942	63756.000000	35328.000000
387	1154216	1091021	9	3	1	1	9	3	C	C	86	1.0000	0.6740	0.6614	0.6867	63640.000000	31992.000000
388	130517	86728	9	4	1	1	9	4	C	C	80	1.0000	0.3028	0.3040	0.3017	40320.000000	16800.000000
389	223680	129758	9	5	1	1	9	5	C	C	80	1.0000	0.4278	0.4367	0.4188	42720.000000	19360.000000
390	708529	311518	9	6	1	1	9	6	C	C	73	1.0000	0.2588	0.2708	0.2469	64970.000000	37595.000000
391	814961	1244002	9	7	1	1	9	7	C	C	85	1.0000	0.2857	0.2639	0.3075	103360.000000	111945.000000
392	1511123	1779974	9	8	1	1	9	8	C	C	106	1.0000	0.8879	0.8856	0.8901	72610.000000	44520.000000
393	587863	778257	9	9	1	1	9	9	C	C	108	1.0000	0.8509	0.8404	0.8615	73548.000000	35208.000000
394	402282	564300	9	10	1	1	9	10	C	C	102	1.0000	0.8775	0.8587	0.8964	57834.000000	29580.000000
395	2791479	3651734	9	11	1	1	9	11	C	C	87	1.0000	0.6825	0.6699	0.6952	90480.000000	52896.000000
396	318732	168922	9	12	1	1	9	12	C	C	83	1.0000	0.3186	0.3279	0.3093	47310.000000	22493.000000
397	207528	251226	9	13	1	1	9	13	C	C	92	1.0000	0.4528	0.4373	0.4683	47932.000000	22816.000000
398	116031	38531	9	14	1	1	9	14	C	C	65	1.0000	0.2141	0.2317	0.1964	28080.000000	13585.000000
399	111175	24259	9	15	1	1	9	15	C	C	53	1.0000	0.2163	0.2424	0.1902	27772.000000	11448.000000
400	207057	408080	9	16	1	1	9	16	C	C	65	1.0000	0.2696	0.2549	0.2844	37505.000000	22815.000000
401	182798	101165	9	17	1	1	9	17	C	C	75	1.0000	0.2940	0.3021	0.2858	37575.000000	16350.000000
402	121129	119153	9	18	1	1	9	18	C	C	85	1.0000	0.4238	0.4047	0.4428	38250.000000	19040.000000
403	403124	706093	9	19	1	1	9	19	C	C	91	1.0000	0.6053	0.5834	0.6272	54873.000000	25116.000000
404	1335475	1613611	9	20	1	1	9	20	C	C	101	1.0000	0.9256	0.9159	0.9354	88577.000000	39996.000000
405	129309	210171	9	21	1	1	9	21	C	C	74	1.0000	0.3438	0.3161	0.3714	39738.000000	18574.000000
406	196574	152953	9	22	1	1	9	22	C	C	76	1.0000	0.3443	0.3415	0.3470	39368.000000	18468.000000
407	939983	1124013	9	23	1	1	9	23	C	C	102	1.0000	0.5967	0.5903	0.6032	63342.000000	43044.000000
408	891332	1867257	9	24	1	1	9	24	C	C	78	1.0000	0.3769	0.3605	0.3933	62010.000000	66144.000000
409	136003	63807	9	25	1	2	9	1	C	C	65	1.0000	0.2443	0.2524	0.2361	33670.000000	13780.000000
410	115421	51570	9	26	1	2	9	2	C	C	66	1.0000	0.1200	0.1284	0.1115	36696.000000	13794.000000
411	87051	18406	9	27	1	2	9	3	C	C	54	1.0000	0.1368	0.1664	0.1072	28512.000000	11124.000000
412	168180	178854	9	28	1	2	9	4	C	C	80	1.0000	0.3567	0.3402	0.3732	49760.000000	20000.000000
413	468584	424573	9	29	1	2	9	5	C	C	92	1.0000	0.6594	0.6594	0.6594	63572.000000	25392.000000
414	2304760	1546648	9	30	1	2	9	6	C	C	83	1.0000	0.4584	0.4690	0.4478	96114.000000	53203.000000
415	1915118	3688829	9	31	1	2	9	7	C	C	86	0.7674	0.9451	0.9222	0.9680	62436.000000	59070.000000
416	499318	555559	9	32	1	2	9	8	C	C	101	1.0000	0.6442	0.6356	0.6528	67064.000000	30199.000000
417	558053	1074433	9	33	1	2	9	9	C	C	82	1.0000	0.5363	0.5122	0.5604	118162.000000	110454.000000
418	2763769	6472397	9	34	1	2	9	10	C	C	127	1.0000	0.7677	0.7451	0.7903	300990.000000	545719.000000
419	1208134	2034469	9	35	1	2	9	11	C	C	94	1.0000	0.4874	0.4572	0.5176	307286.000000	313208.000000
420	204261	123070	9	36	1	2	9	12	C	C	86	1.0000	0.1520	0.1710	0.1330	82130.000000	72326.000000
421	85874	36088	9	37	1	2	9	13	C	C	60	1.0000	0.1003	0.1096	0.0910	33540.000000	15600.000000
422	587149	54731	9	38	1	2	9	14	C	C	67	1.0000	0.1553	0.1831	0.1275	77653.000000	19765.000000
423	157910	62364	9	39	1	2	9	15	C	C	73	1.0000	0.1995	0.2176	0.1813	53217.000000	21316.000000
424	1315598	805876	9	40	1	2	9	16	C	C	84	1.0000	0.5637	0.6003	0.5271	93492.000000	77196.000000
425	536527	487473	9	41	1	2	9	17	C	C	71	1.0000	0.4736	0.4660	0.4813	84987.000000	60563.000000
426	85287	22641	9	42	1	2	9	18	C	C	52	1.0000	0.1041	0.1188	0.0895	29900.000000	13156.000000
427	86021	55157	9	43	1	2	9	19	C	C	63	1.0000	0.1395	0.1409	0.1382	33390.000000	13734.000000
428	235821	53366	9	44	1	2	9	20	C	C	63	1.0000	0.3196	0.3469	0.2923	47502.000000	14238.000000
429	209537	232104	9	45	1	2	9	21	C	C	95	1.0000	0.4174	0.3933	0.4416	85025.000000	40755.000000
430	979453	2024971	9	46	1	2	9	22	C	C	87	1.0000	0.6982	0.6766	0.7197	137025.000000	115536.000000
431	461190	646431	9	47	1	2	9	23	C	C	107	1.0000	0.3971	0.3849	0.4093	137174.000000	95658.000000
432	2255618	3738970	9	48	1	2	9	24	C	C	92	0.8478	0.3082	0.2847	0.3317	1021488.000000	1244568.000000
433	144045	41151	10	1	1	1	10	1	C	C	60	1.0000	0.0968	0.1096	0.0839	33480.000000	21000.000000
434	1495872	1548739	10	2	1	1	10	2	C	C	95	1.0000	0.8216	0.8074	0.8358	72960.000000	42655.000000
435	1288758	1261623	10	3	1	1	10	3	C	C	91	1.0000	0.9270	0.9164	0.9377	63154.000000	41678.000000
436	123538	73824	10	4	1	1	10	4	C	C	69	1.0000	0.2080	0.2142	0.2018	36225.000000	16077.000000
437	218080	136731	10	5	1	1	10	5	C	C	77	1.0000	0.3433	0.3507	0.3360	41503.000000	18634.000000
438	700069	264950	10	6	1	1	10	6	C	C	72	1.0000	0.2498	0.2690	0.2306	72144.000000	39672.000000
439	959215	1306570	10	7	1	1	10	7	C	C	88	1.0000	0.2765	0.2630	0.2901	122936.000000	145904.000000
440	1480022	1698049	10	8	1	1	10	8	C	C	114	1.0000	0.9416	0.9416	0.9416	69540.000000	50502.000000
441	500102	708947	10	9	1	1	10	9	C	C	104	1.0000	0.6173	0.6062	0.6283	71760.000000	37232.000000
442	445609	597297	10	10	1	1	10	10	C	C	106	1.0000	0.9411	0.9200	0.9622	59890.000000	32436.000000
443	2730309	3572227	10	11	1	1	10	11	C	C	92	1.0000	0.6997	0.6997	0.6997	80408.000000	61824.000000
444	334845	170261	10	12	1	1	10	12	C	C	84	1.0000	0.3588	0.3644	0.3532	70056.000000	24360.000000
445	261480	300016	10	13	1	1	10	13	C	C	102	1.0000	0.5281	0.5095	0.5467	51306.000000	26418.000000
446	115569	40505	10	14	1	1	10	14	C	C	61	1.0000	0.2722	0.2806	0.2637	30073.000000	12627.000000
447	118229	29280	10	15	1	1	10	15	C	C	60	1.0000	0.2506	0.2831	0.2181	28920.000000	12780.000000
448	265156	512429	10	16	1	1	10	16	C	C	75	1.0000	0.3044	0.2871	0.3216	48150.000000	30000.000000
449	156941	93293	10	17	1	1	10	17	C	C	69	1.0000	0.2216	0.2236	0.2197	36846.000000	16284.000000
450	104107	98512	10	18	1	1	10	18	C	C	76	1.0000	0.3618	0.3463	0.3772	35492.000000	17404.000000
451	380156	601200	10	19	1	1	10	19	C	C	86	1.0000	0.6011	0.5918	0.6104	52030.000000	26144.000000
452	1391464	1524333	10	20	1	1	10	20	C	C	102	1.0000	0.9046	0.8975	0.9118	85374.000000	47226.000000
453	141838	188008	10	21	1	1	10	21	C	C	79	1.0000	0.3086	0.2861	0.3311	47637.000000	20619.000000
454	196978	132269	10	22	1	1	10	22	C	C	76	1.0000	0.2553	0.2595	0.2511	51148.000000	20520.000000
455	918209	1069066	10	23	1	1	10	23	C	C	108	1.0000	0.6759	0.6689	0.6829	72036.000000	51732.000000
456	1040188	1990965	10	24	1	1	10	24	C	C	85	1.0000	0.3951	0.3807	0.4095	83130.000000	67575.000000
457	129947	60785	10	25	1	2	10	1	C	C	61	1.0000	0.2967	0.3033	0.2902	35136.000000	12749.000000
458	100180	45681	10	26	1	2	10	2	C	C	61	1.0000	0.2404	0.2538	0.2270	39833.000000	14213.000000
459	90105	24067	10	27	1	2	10	3	C	C	72	1.0000	0.1040	0.1229	0.0850	32544.000000	15120.000000
